Customer ID,Customer Name,Segment,Orders,Revenue,Profit,Units,Last_Order,First_Order,Recency Days,AOV,Revenue Contribution %,R_Score,F_Score,M_Score,RFM Score,RFM Segment
IG-15085,Ivan Gibson,Consumer,4,744.574,320.4982,19,2017-10-20,2014-10-18,71,186.1435,0.00032412228850670175,3,1,1,311,At Risk
IL-15100,Ivan Liston,Consumer,7,5040.736,1121.937,60,2017-08-10,2014-08-01,142,720.1051428571428,0.002194294842524877,2,4,5,245,Loyal Customers
IM-15055,Ionia McGrath,Consumer,3,2872.63,975.7701,19,2016-11-16,2014-01-23,409,957.5433333333334,0.0012504914348782077,1,1,4,114,New / Promising
IM-15070,Irene Maddox,Consumer,7,4930.474,514.6527,93,2016-12-05,2014-12-19,390,704.3534285714286,0.00214629642762545,1,4,5,145,Loyal Customers
JA-15970,Joseph Airdo,Consumer,8,6491.026,-819.4217000000001,87,2017-09-29,2014-09-17,92,811.37825,0.0028256240506336536,3,4,5,345,Loyal Customers
JB-15400,Jennifer Braxton,Corporate,10,1791.605,156.05319999999998,43,2017-12-23,2014-09-14,7,179.1605,0.0007799078569760016,5,5,3,553,Champions
JB-15925,Joni Blumstein,Consumer,3,900.552,-286.9808,32,2015-12-24,2014-12-05,737,300.184,0.00039202144469090687,1,1,1,111,Lost / Low Value
JB-16000,Joy Bell-,Consumer,7,644.1188,126.76490000000001,32,2017-11-17,2016-01-10,43,92.01697142857142,0.0002803928951671567,4,4,1,441,Potential Loyalists
JB-16045,Julia Barnett,Home Office,5,2518.115,201.51850000000002,32,2017-12-23,2015-05-03,7,503.62299999999993,0.001096166662444637,5,2,3,523,Loyal Customers
JC-15340,Jasper Cacioppo,Consumer,4,71.263,-0.35560000000000036,12,2017-09-07,2014-01-28,114,17.81575,3.102166694761446e-05,2,1,1,211,At Risk
JC-15385,Jenna Caffey,Consumer,1,1058.108,502.92440000000005,14,2017-07-08,2017-07-08,175,1058.108,0.0004606075238287251,2,1,2,212,At Risk
JC-15775,John Castell,Consumer,9,2772.055,279.56919999999997,64,2017-07-25,2014-09-14,158,308.00611111111107,0.001206709891114174,2,5,4,254,Loyal Customers
JC-16105,Julie Creighton,Corporate,5,858.576,201.5952,43,2017-11-03,2014-11-18,57,171.7152,0.00037374877174992674,3,2,1,321,New / Promising
JD-15790,John Dryer,Consumer,5,2152.352,-266.55249999999995,26,2017-09-04,2015-04-02,117,430.4704,0.0009369454962327136,2,2,3,223,New / Promising
JD-15895,Jonathan Doherty,Corporate,11,7610.8640000000005,1050.2667999999999,150,2016-12-01,2014-03-26,394,691.8967272727273,0.0033131034083828744,1,5,5,155,Loyal Customers
JD-16015,Joy Daniels,Consumer,6,385.43,26.7605,39,2017-09-09,2014-10-04,112,64.23833333333333,0.0001677824550133876,2,3,1,231,New / Promising
JD-16060,Julia Dunbar,Consumer,3,695.442,111.11410000000001,17,2017-03-05,2014-09-24,300,231.814,0.00030273452009293593,1,1,1,111,Lost / Low Value
JD-16150,Justin Deggeller,Corporate,8,8828.0305,1619.5199,60,2017-11-19,2014-11-16,41,1103.5038125,0.003842951068217481,4,4,5,445,Champions
JE-15475,Jeremy Ellison,Consumer,6,1388.682,276.2197,49,2017-06-20,2015-03-16,193,231.447,0.0006045104823000315,2,3,2,232,New / Promising
JE-15610,Jim Epp,Corporate,7,7754.976,1623.4019,74,2017-11-12,2014-10-14,48,1107.8537142857142,0.003375837147730847,4,4,5,445,Champions
JE-15715,Joe Elijah,Consumer,10,8697.842999999999,1262.2926,97,2017-11-14,2014-08-25,46,869.7842999999999,0.003786278836263415,4,5,5,455,Champions
JE-15745,Joel Eaton,Consumer,13,6760.8150000000005,221.79670000000002,90,2017-11-09,2014-06-22,51,520.0626923076924,0.002943066545394329,4,5,5,455,Champions
JE-16165,Justin Ellison,Corporate,3,2697.248,789.6476,34,2017-12-10,2016-12-05,20,899.0826666666667,0.0011741454770514742,5,1,3,513,Potential Loyalists
JF-15190,Jamie Frazer,Consumer,7,2279.5860000000002,575.1259,72,2017-10-26,2014-11-15,65,325.6551428571429,0.0009923320330388092,3,4,3,343,Loyal Customers
JF-15295,Jason Fortune-,Consumer,5,955.124,97.28899999999999,42,2017-05-19,2014-03-14,225,191.0248,0.00041577731251383343,1,2,1,121,At Risk
JF-15355,Jay Fein,Consumer,6,1911.844,330.199,58,2017-09-16,2015-10-23,105,318.6406666666667,0.000832249383604325,2,3,3,233,Potential Loyalists
JF-15415,Jennifer Ferguson,Consumer,6,2371.448,635.6376,69,2017-12-28,2014-06-17,2,395.24133333333333,0.0010323206999366629,5,3,3,533,Loyal Customers
JF-15490,Jeremy Farry,Consumer,11,1082.918,-18.06730000000001,36,2017-08-31,2014-10-19,121,98.4470909090909,0.0004714076242591071,2,5,2,252,Potential Loyalists
JF-15565,Jill Fjeld,Consumer,8,4198.332,1073.2088,67,2017-11-06,2014-10-11,54,524.7915,0.001827585942768507,3,4,4,344,Loyal Customers
JG-15115,Jack Garza,Consumer,3,2358.676,684.1911,20,2015-12-03,2014-09-21,758,786.2253333333333,0.0010267608900738317,1,1,3,113,At Risk
JG-15160,James Galang,Consumer,11,6366.392,1415.6664,70,2017-12-29,2014-05-30,1,578.762909090909,0.002771369326045172,5,5,5,555,Champions
JG-15310,Jason Gross,Corporate,6,2240.58,3.7976000000000063,46,2017-12-28,2016-03-03,2,373.43,0.0009753522379002568,5,3,3,533,Loyal Customers
JG-15805,John Grady,Corporate,6,1507.018,206.1019,46,2017-05-21,2014-04-05,223,251.16966666666667,0.00065602360944754,2,3,2,232,New / Promising
JH-15430,Jennifer Halladay,Consumer,4,309.281,-24.077100000000005,29,2017-12-25,2014-02-24,5,77.32025,0.00013463385172144237,5,1,1,511,New / Promising
JH-15820,John Huston,Consumer,6,528.91,26.082199999999997,29,2017-07-09,2014-05-19,174,88.15166666666666,0.00023024107693000241,2,3,1,231,New / Promising
JH-15910,Jonathan Howell,Consumer,7,959.477,-13.554499999999996,35,2017-11-19,2015-06-12,41,137.06814285714285,0.0004176722273535534,4,4,1,441,Potential Loyalists
JH-15985,Joseph Holt,Consumer,6,7954.9980000000005,-644.6982,64,2017-12-01,2014-08-09,29,1325.833,0.003462909202881427,4,3,5,435,Loyal Customers
JH-16180,Justin Hirsh,Consumer,4,2256.3940000000002,-96.95300000000002,28,2016-11-21,2015-05-25,404,564.0985000000001,0.0009822362680576959,1,1,3,113,At Risk
JJ-15445,Jennifer Jackson,Consumer,5,709.178,200.5558,25,2016-09-03,2015-03-05,483,141.8356,0.0003087139711010668,1,2,1,121,At Risk
JJ-15760,Joel Jenkins,Home Office,2,195.0,34.449200000000005,11,2015-12-08,2015-10-05,753,97.5,8.488591632101959e-05,1,1,1,111,Lost / Low Value
JK-15205,Jamie Kunitz,Consumer,5,4427.142,1219.983,67,2017-10-30,2014-07-11,61,885.4284,0.001927189771042417,3,2,5,325,Loyal Customers
JK-15325,Jason Klamczynski,Corporate,3,383.812,55.32769999999999,15,2017-03-18,2014-11-21,287,127.93733333333334,0.00016707811956411883,1,1,1,111,Lost / Low Value
JK-15370,Jay Kimmel,Consumer,8,2709.632,330.2838,72,2017-11-16,2014-04-11,44,338.704,0.0011795363857064459,4,4,3,443,Loyal Customers
JK-15625,Jim Karlsson,Consumer,7,3760.028,750.9485,44,2017-10-30,2014-05-31,61,537.1468571428571,0.0016367867803727726,3,4,4,344,Loyal Customers
JK-15640,Jim Kriz,Home Office,9,4760.434,1172.5303,41,2017-07-03,2014-09-19,180,528.9371111111111,0.002072275908593521,2,5,5,255,Loyal Customers
JK-15730,Joe Kamberova,Consumer,10,4867.2,55.0483,88,2017-10-07,2014-11-18,84,486.71999999999997,0.002118752471372649,3,5,5,355,Champions
JK-16090,Juliana Krohn,Consumer,3,3747.668,586.6625,43,2017-12-02,2015-04-21,28,1249.2226666666668,0.0016314063192151942,4,1,4,414,Potential Loyalists
JK-16120,Julie Kriz,Home Office,10,2932.484,122.6566,49,2017-09-04,2014-11-02,117,293.2484,0.0012765466227524554,2,5,4,254,Loyal Customers
JL-15130,Jack Lebron,Consumer,6,1214.956,-207.79559999999998,42,2017-12-22,2014-07-18,8,202.49266666666665,0.0005288854017934393,5,3,2,532,Loyal Customers
JL-15175,James Lanier,Home Office,5,1571.523,209.2817,29,2017-12-24,2014-12-31,6,314.3046,0.0006841034352541419,5,2,2,522,Potential Loyalists
JL-15235,Janet Lee,Consumer,5,2203.7,54.51740000000002,39,2017-09-02,2014-05-25,119,440.73999999999995,0.0009592979169057992,2,2,3,223,New / Promising
JL-15505,Jeremy Lonsdale,Consumer,6,3173.874,591.7163,56,2017-11-11,2014-11-14,49,528.9789999999999,0.0013816266809100499,4,3,4,434,Loyal Customers
JL-15835,John Lee,Consumer,11,9799.923,228.907,143,2017-12-09,2014-04-18,21,890.9020909090909,0.004266027916566335,5,5,5,555,Champions
JL-15850,John Lucas,Consumer,6,2725.256,779.9046,38,2016-04-25,2014-07-22,614,454.2093333333333,0.0011863377065095208,1,3,3,133,New / Promising
JM-15250,Janet Martin,Consumer,6,3159.1220000000003,19.82350000000004,91,2017-11-23,2016-03-29,37,526.5203333333334,0.001375204952512267,4,3,4,434,Loyal Customers
JM-15265,Janet Molinari,Corporate,5,1804.146,502.6143,52,2017-11-23,2014-08-25,37,360.8292,0.0007853671096764216,4,2,3,423,Potential Loyalists
JM-15535,Jessica Myrick,Consumer,7,1733.443,356.5395,46,2017-09-19,2014-09-13,102,247.6347142857143,0.0007545892176679855,3,4,2,342,Potential Loyalists
JM-15580,Jill Matthias,Consumer,5,303.948,113.1204,26,2017-12-30,2016-04-14,0,60.78959999999999,0.00013231233073816032,5,2,1,521,Potential Loyalists
JM-15655,Jim Mitchum,Corporate,5,864.947,117.20400000000001,41,2017-12-22,2014-04-08,8,172.9894,0.00037652214699547147,5,2,1,521,Potential Loyalists
JM-15865,John Murray,Consumer,7,7625.076000000001,1574.6163999999999,50,2017-09-12,2014-11-19,109,1089.2965714285715,0.003319290068089307,2,4,5,245,Loyal Customers
JM-16195,Justin MacKendrick,Consumer,10,2833.9260000000004,754.1144,74,2017-11-03,2014-04-30,57,283.3926,0.0012336431040818553,3,5,4,354,Loyal Customers
JO-15145,Jack O'Briant,Corporate,9,3254.949,581.4045,59,2017-11-03,2014-01-06,57,361.661,0.0014169196330419815,3,5,4,354,Loyal Customers
JO-15280,Jas O'Carroll,Consumer,6,1934.272,202.13619999999997,36,2017-09-29,2014-03-31,92,322.3786666666667,0.0008420125699184164,3,3,3,333,Potential Loyalists
JO-15550,Jesus Ocampo,Home Office,5,1090.838,167.6709,42,2017-05-29,2015-03-19,215,218.1676,0.0004748552983989147,2,2,2,222,New / Promising
JP-15460,Jennifer Patt,Corporate,7,1669.135,429.7465,54,2017-11-23,2014-08-24,37,238.44785714285715,0.0007265951484024874,4,4,2,442,Loyal Customers
JP-15520,Jeremy Pistek,Consumer,7,3635.594,757.1802,63,2017-12-22,2014-08-22,8,519.3705714285715,0.0015826191182625687,5,4,4,544,Champions
JP-16135,Julie Prescott,Home Office,9,1707.71,309.7116,47,2017-09-19,2014-09-23,102,189.74555555555557,0.0007433873239003506,3,5,2,352,Loyal Customers
JR-15670,Jim Radford,Consumer,2,1156.658,-785.1645,14,2016-05-16,2015-12-24,593,578.329,0.0005035075600001942,1,1,2,112,At Risk
JR-15700,Jocasta Rupert,Consumer,1,863.88,107.985,3,2017-10-23,2017-10-23,68,863.88,0.0003760576686738585,3,1,1,311,At Risk
JR-16210,Justin Ritter,Corporate,5,2201.686,452.37300000000005,41,2017-11-27,2015-09-18,33,440.33720000000005,0.0009584211977495403,4,2,3,423,Potential Loyalists
JS-15595,Jill Stevenson,Corporate,4,1417.654,-175.54899999999998,35,2017-09-02,2014-03-03,119,354.4135,0.000617122352903378,2,1,2,212,At Risk
JS-15685,Jim Sink,Corporate,4,1131.0639999999999,-54.8692,42,2017-11-18,2016-06-14,42,282.76599999999996,0.0004923661746549625,4,1,2,412,New / Promising
JS-15880,John Stevenson,Consumer,5,3868.02,564.9798000000001,43,2016-07-14,2014-04-08,534,773.604,0.0016837970361437446,1,2,4,124,New / Promising
JS-15940,Joni Sundaresam,Home Office,5,469.169,-327.9336,37,2016-09-23,2014-05-03,463,93.8338,0.00020423507935598173,1,2,1,121,At Risk
JS-16030,Joy Smith,Consumer,6,2516.494,-311.25749999999994,70,2017-12-02,2014-02-27,28,419.4156666666667,0.0010954610210581943,4,3,3,433,Loyal Customers
JW-15220,Jane Waco,Corporate,6,7721.714,2173.7093999999997,66,2017-11-18,2015-04-30,42,1286.9523333333334,0.0033613577869684385,4,3,5,435,Loyal Customers
JW-15955,Joni Wasserman,Consumer,7,1244.086,-29.575899999999987,41,2017-12-25,2015-08-16,5,177.72657142857142,0.0005415660517546255,5,4,2,542,Loyal Customers
JW-16075,Julia West,Consumer,4,1428.731,154.06369999999998,38,2016-09-25,2015-03-21,461,357.18275,0.0006219443082628032,1,1,2,112,At Risk
KA-16525,Kelly Andreada,Consumer,7,1519.506,234.9194,57,2017-11-24,2014-03-11,36,217.07228571428573,0.0006614597905912164,4,4,2,442,Loyal Customers
KB-16240,Karen Bern,Corporate,7,3152.6150000000002,763.9076,34,2017-12-26,2014-03-31,4,450.37357142857144,0.0013723723747814933,5,4,4,544,Champions
KB-16315,Karl Braun,Consumer,9,1569.464,49.71929999999999,62,2017-03-09,2014-08-26,296,174.3848888888889,0.0006832071270402701,1,5,2,152,Potential Loyalists
KB-16405,Katrina Bavinger,Home Office,3,908.821,274.297,25,2017-09-04,2015-11-20,117,302.94033333333334,0.0003956210428553095,2,1,1,211,At Risk
KB-16585,Ken Black,Corporate,12,2744.742,579.3551,102,2017-05-14,2014-04-04,230,228.72850000000003,0.0011948202037681435,1,5,3,153,Potential Loyalists
KB-16600,Ken Brennan,Corporate,7,983.922,293.55240000000003,29,2017-12-29,2014-12-30,1,140.56028571428573,0.00042831343876107813,5,4,2,542,Loyal Customers
KC-16255,Karen Carlisle,Corporate,6,2120.954,846.1217,40,2016-11-18,2014-09-08,407,353.49233333333336,0.0009232775577678554,1,3,3,133,New / Promising
KC-16540,Kelly Collister,Consumer,4,3908.262,709.4219,28,2017-09-24,2015-11-02,97,977.0655,0.0017013148773980548,3,1,4,314,Potential Loyalists
KC-16675,Kimberly Carter,Corporate,4,1146.05,156.7797,40,2017-11-03,2014-12-13,57,286.5125,0.0004988897661523308,3,1,2,312,New / Promising
KD-16270,Karen Daniels,Consumer,5,8282.358,1107.6952000000003,64,2016-09-02,2014-11-11,484,1656.4716,0.003605413067326806,1,2,5,125,Potential Loyalists
KD-16345,Katherine Ducich,Consumer,6,1888.964,328.5942,36,2017-11-19,2014-09-02,41,314.82733333333334,0.0008222894360893254,4,3,3,433,Loyal Customers
KD-16495,Keith Dawkins,Corporate,12,8181.256,3038.6254,84,2017-09-09,2014-09-28,112,681.7713333333334,0.00356140211393251,2,5,5,255,Loyal Customers
KD-16615,Ken Dana,Corporate,5,2243.5099999999998,539.7219,56,2017-03-16,2015-09-13,289,448.70199999999994,0.000976627703207029,1,2,3,123,New / Promising
KE-16420,Katrina Edelman,Corporate,8,1686.7312,397.87989999999996,67,2017-12-04,2014-04-03,26,210.8414,0.0007342549923038613,5,4,2,542,Loyal Customers
KF-16285,Karen Ferguson,Home Office,7,10604.266,1660.1386,67,2017-09-24,2014-09-26,97,1514.895142857143,0.004616168391394016,3,4,5,345,Loyal Customers
KH-16330,Katharine Harms,Corporate,8,3312.864,454.7871,70,2017-11-20,2014-04-01,40,414.108,0.0014421307501893243,4,4,4,444,Loyal Customers
KH-16360,Katherine Hughes,Consumer,6,3100.612,528.2051,40,2017-12-29,2014-04-29,1,516.7686666666667,0.0013497348244920471,5,3,4,534,Loyal Customers
KH-16510,Keith Herrera,Consumer,7,5952.859,656.1162,91,2017-12-08,2014-08-15,22,850.4084285714287,0.002591353286896556,5,4,5,545,Champions
KH-16630,Ken Heidel,Corporate,9,3918.9660000000003,727.3786,84,2017-11-02,2014-11-01,58,435.4406666666667,0.0017059744612354917,3,5,4,354,Loyal Customers
KH-16690,Kristen Hastings,Corporate,7,5990.799,1227.5091,69,2017-12-28,2014-03-21,2,855.8284285714286,0.0026078690390258863,5,4,5,545,Champions
KL-16555,Kelly Lampkin,Corporate,8,5016.488,-182.78130000000002,84,2017-12-14,2014-06-15,16,627.061,0.002183739387658456,5,4,5,545,Champions
KL-16645,Ken Lonsdale,Consumer,12,14175.229000000001,806.855,113,2017-11-13,2014-07-25,47,1181.2690833333334,0.006170652834488669,4,5,5,455,Champions
KM-16225,Kalyca Meade,Corporate,6,2260.958,635.1057000000001,72,2017-12-16,2015-07-06,14,376.82633333333337,0.000984223033811999,5,3,3,533,Loyal Customers
KM-16375,Katherine Murray,Home Office,8,5620.186,973.7901999999999,69,2017-11-04,2014-07-20,56,702.52325,0.002446536607715722,3,4,5,345,Loyal Customers
KM-16660,Khloe Miller,Consumer,5,453.538,91.1391,30,2017-12-15,2014-12-22,15,90.7076,0.0001974307113661671,5,2,1,521,Potential Loyalists
KM-16720,Kunst Miller,Consumer,8,4909.472,745.7685,98,2017-12-02,2014-03-30,28,613.684,0.0021371539967814804,4,4,5,445,Champions
KN-16390,Katherine Nockton,Corporate,9,2617.272,-151.1518,56,2017-12-11,2014-12-02,19,290.808,0.0011393309332376799,5,5,3,553,Champions
KN-16450,Kean Nguyen,Corporate,5,2171.962,114.3083,49,2017-11-08,2014-04-12,52,434.3924,0.0009454819722278685,4,2,3,423,Potential Loyalists
KN-16705,Kristina Nunn,Home Office,8,2280.58,329.76250000000005,55,2017-09-23,2014-03-02,98,285.0725,0.0009927647335558505,3,4,3,343,Loyal Customers
KS-16300,Karen Seio,Corporate,3,88.472,0.11099999999999888,10,2017-03-10,2015-01-13,295,29.490666666666666,3.851295789104228e-05,1,1,1,111,Lost / Low Value
KT-16465,Kean Takahito,Consumer,7,3057.1,254.0032,45,2016-12-04,2014-09-08,391,436.7285714285714,0.0013307935117178923,1,4,4,144,Potential Loyalists
KT-16480,Kean Thornton,Consumer,10,4642.088400000001,194.0671,37,2017-09-21,2014-03-10,100,464.20884000000007,0.002020758602447055,3,5,5,355,Champions
KW-16435,Katrina Willman,Consumer,5,4416.5199999999995,1756.135,42,2017-09-25,2015-08-24,96,883.3039999999999,0.0019225658828210738,3,2,5,325,Loyal Customers
KW-16570,Kelly Williams,Consumer,4,449.096,107.92699999999999,22,2015-11-20,2014-09-30,771,112.274,0.0001954970537236134,1,1,1,111,Lost / Low Value
LA-16780,Laura Armstrong,Corporate,11,8673.222,2059.1199,105,2017-07-29,2014-04-29,154,788.4747272727273,0.003775561009875006,2,5,5,255,Loyal Customers
LB-16735,Larry Blacks,Consumer,3,50.188,18.6507,12,2017-11-12,2016-07-25,48,16.729333333333333,2.1847458299073495e-05,4,1,1,411,New / Promising
LB-16795,Laurel Beltran,Home Office,8,4985.676,-52.19099999999998,76,2017-07-31,2014-04-23,152,623.2095,0.0021703265422549525,2,4,5,245,Loyal Customers
LC-16870,Lena Cacioppo,Consumer,8,2580.7039999999997,-188.25110000000004,113,2017-12-03,2015-05-03,27,322.58799999999997,0.0011234124297093359,4,4,3,443,Loyal Customers
LC-16885,Lena Creighton,Consumer,12,7663.126,1288.3469,93,2017-12-14,2014-04-25,16,638.5938333333334,0.00333585370458169,5,5,5,555,Champions
LC-16930,Linda Cazamias,Corporate,8,4492.946,288.26599999999996,52,2017-11-19,2014-02-20,41,561.61825,0.0019558350676454343,4,4,5,445,Champions
LC-16960,Lindsay Castell,Home Office,4,3246.626,299.48019999999997,30,2016-10-20,2015-02-23,436,811.6565,0.001413296528008444,1,1,4,114,New / Promising
LC-17050,Liz Carlisle,Consumer,5,2095.064,86.77799999999999,43,2017-11-06,2014-01-31,54,419.01279999999997,0.0009120073199547721,3,2,3,323,Potential Loyalists
LC-17140,Logan Currie,Consumer,9,2633.582,231.12520000000004,62,2017-12-17,2014-09-09,13,292.6202222222222,0.0011464308783412482,5,5,3,553,Champions
LD-16855,Lela Donovan,Corporate,1,5.304,0.4641,3,2016-06-26,2016-06-26,552,5.304,2.308896923931733e-06,1,1,1,111,Lost / Low Value
LD-17005,Lisa DeCherney,Consumer,4,1961.934,557.1714,25,2016-11-11,2014-09-29,414,490.4835,0.0008540541812890423,1,1,3,113,At Risk
LE-16810,Laurel Elliston,Consumer,6,1469.45,161.76489999999998,32,2017-12-09,2014-05-27,21,244.90833333333333,0.0006396697935278063,5,3,2,532,Loyal Customers
LF-17185,Luke Foster,Consumer,7,3930.5089999999996,-3583.977,69,2017-12-08,2014-07-26,22,561.5012857142857,0.0017109992721693044,5,4,4,544,Champions
LH-16750,Larry Hughes,Consumer,3,287.426,12.627699999999999,12,2017-08-01,2014-09-21,151,95.80866666666667,0.0001251200994076173,2,1,1,211,At Risk
LH-16900,Lena Hernandez,Consumer,9,2295.332,526.0727,64,2017-12-09,2014-08-19,21,255.03688888888888,0.0009991864619536335,5,5,3,553,Champions
LH-17020,Lisa Hazard,Consumer,4,318.239,-242.73989999999998,34,2017-05-05,2014-09-08,239,79.55975,0.00013853338012351256,1,1,1,111,Lost / Low Value
LH-17155,Logan Haushalter,Consumer,9,1739.689,316.5202,44,2016-12-10,2014-12-12,385,193.2987777777778,0.0007573081788646064,1,5,3,153,Potential Loyalists
LL-16840,Lauren Leatherbury,Consumer,6,2741.2039999999997,560.0078,50,2017-04-25,2014-04-29,249,456.8673333333333,0.0011932800685274059,1,3,3,133,New / Promising
LM-17065,Liz MacKendrick,Consumer,5,1346.774,-44.87799999999999,32,2016-12-04,2014-06-27,391,269.35479999999995,0.0005862674106016657,1,2,2,122,At Risk
LO-17170,Lori Olson,Corporate,5,644.35,150.1712,34,2017-12-28,2015-02-06,2,128.87,0.00028049353939204604,5,2,1,521,Potential Loyalists
LP-17080,Liz Pelletier,Consumer,4,756.606,110.7813,39,2017-11-20,2014-06-24,40,189.1515,0.00032935996719990436,4,1,1,411,New / Promising
LP-17095,Liz Preis,Consumer,7,3653.399,338.44539999999995,52,2017-12-21,2016-06-06,9,521.9141428571428,0.0015903698553912649,5,4,4,544,Champions
LR-16915,Lena Radford,Consumer,6,5142.892,535.4764,64,2017-12-04,2014-08-08,26,857.1486666666666,0.002238764615179698,4,3,5,435,Loyal Customers
LR-17035,Lisa Ryan,Corporate,5,1879.306,-382.8079,44,2017-08-20,2014-09-07,132,375.8612,0.0008180851890132823,2,2,3,223,New / Promising
LS-16945,Linda Southworth,Corporate,6,2845.27,-318.77369999999996,51,2017-07-05,2015-04-25,178,474.21166666666664,0.0012385812878497817,2,3,4,234,Potential Loyalists
LS-16975,Lindsay Shagiari,Home Office,9,2988.674,262.63669999999996,63,2017-12-10,2014-10-20,20,332.0748888888889,0.0013010068260246508,5,5,4,554,Champions
LS-17200,Luke Schmidt,Corporate,6,1010.2560000000001,244.197,54,2017-09-25,2014-10-18,96,168.376,0.00043977695527593833,3,3,2,332,Potential Loyalists
LS-17230,Lycoris Saunders,Consumer,3,368.88000000000005,39.1952,16,2015-11-14,2014-01-06,777,122.96000000000002,0.0001605780349358857,1,1,1,111,Lost / Low Value
LS-17245,Lynn Smith,Consumer,6,1008.1360000000001,348.3584,47,2017-11-26,2014-10-16,34,168.02266666666668,0.00043885409300619186,4,3,2,432,Potential Loyalists
LT-16765,Larry Tron,Consumer,3,329.876,59.036,8,2017-12-04,2014-09-01,26,109.95866666666666,0.0001435991104221162,4,1,1,411,New / Promising
LT-17110,Liz Thompson,Consumer,8,2936.252,320.973,63,2017-11-26,2014-06-01,34,367.0315,0.0012781868798432123,4,4,4,444,Loyal Customers
LW-16825,Laurel Workman,Corporate,5,2238.061,32.5767,50,2017-10-03,2014-05-30,88,447.61220000000003,0.0009742556859863458,3,2,3,323,Potential Loyalists
LW-16990,Lindsay Williams,Corporate,6,3230.308,662.8339000000001,38,2017-11-27,2016-05-05,33,538.3846666666667,0.0014061931004057443,4,3,4,434,Loyal Customers
LW-17125,Liz Willingham,Consumer,3,1259.04,192.6312,15,2017-06-08,2014-09-11,205,419.68,0.0005480757132554692,2,1,2,212,At Risk
LW-17215,Luke Weiss,Consumer,7,5420.514,837.2411,59,2017-12-09,2014-09-12,21,774.3591428571428,0.002359616911902129,5,4,5,545,Champions
MA-17560,Matt Abelman,Home Office,11,4299.161,1240.2266,117,2017-10-27,2014-08-08,64,390.8328181818182,0.0018714780558799534,3,5,5,355,Champions
MA-17995,Michelle Arnett,Home Office,6,2453.284,280.7822,42,2017-06-27,2014-09-20,186,408.8806666666667,0.0010679449247984422,2,3,3,233,Potential Loyalists
MB-17305,Maria Bertelson,Consumer,10,1548.702,212.425,63,2017-11-12,2014-08-08,48,154.8702,0.0006741691711702343,4,5,2,452,Loyal Customers
MB-18085,Mick Brown,Consumer,7,1428.231,117.8057,39,2017-11-16,2014-01-05,44,204.033,0.0006217266520671084,4,4,2,442,Loyal Customers
MC-17275,Marc Crier,Consumer,8,2725.982,461.0014,54,2017-10-15,2014-09-08,76,340.74775,0.0011866537433056698,3,4,3,343,Loyal Customers
MC-17425,Mark Cousins,Corporate,5,4432.138,1802.3903,48,2016-11-26,2014-05-30,399,886.4276,0.0019293645917498007,1,2,5,125,Potential Loyalists
MC-17575,Matt Collins,Consumer,8,1303.893,210.7493,40,2017-12-03,2014-12-02,27,162.986625,0.000567600779946478,4,4,2,442,Loyal Customers
MC-17590,Matt Collister,Corporate,6,2426.067,288.98409999999996,47,2017-11-09,2014-05-20,51,404.3445,0.0010560970274419849,4,3,3,433,Loyal Customers
MC-17605,Matt Connell,Corporate,8,2258.192,195.4486,60,2017-09-09,2014-03-19,112,282.274,0.0009830189597374148,2,4,3,243,Potential Loyalists
MC-17635,Matthew Clasen,Corporate,4,795.154,-247.94350000000003,33,2017-06-24,2014-11-28,189,198.7885,0.00034614038926320006,2,1,1,211,At Risk
MC-17845,Michael Chen,Consumer,7,3805.714,698.4174,45,2017-12-29,2014-07-05,1,543.6734285714285,0.001656674462285809,5,4,4,544,Champions
MC-18100,Mick Crebagga,Consumer,10,2218.98,-64.1668,73,2017-11-19,2014-06-18,41,221.898,0.0009659494902462362,4,5,3,453,Loyal Customers
MC-18130,Mike Caudle,Corporate,5,1581.9979999999998,121.7565,34,2016-12-26,2014-09-19,369,316.39959999999996,0.0006886633325539505,1,2,2,122,At Risk
MD-17350,Maribeth Dona,Consumer,7,3766.382,-241.94999999999996,64,2017-09-04,2014-11-05,117,538.0545714285714,0.0016395527553076637,2,4,4,244,Loyal Customers
MD-17860,Michael Dominguez,Corporate,5,1204.91,-4.040300000000002,45,2017-11-24,2014-12-02,36,240.98200000000003,0.000524512253509537,4,2,2,422,Potential Loyalists
ME-17320,Maria Etezadi,Home Office,10,10663.728000000001,1859.4695,82,2017-11-18,2014-01-06,42,1066.3728,0.00464205293681084,4,5,5,455,Champions
ME-17725,Max Engle,Consumer,8,1908.4532,77.81280000000001,46,2017-12-02,2014-07-12,28,238.55665,0.0008307733263476003,4,4,3,443,Loyal Customers
ME-18010,Michelle Ellison,Corporate,4,1256.944,107.3604,15,2017-09-29,2014-07-21,92,314.236,0.0005471632984831161,3,2,2,322,New / Promising
MF-17665,Maureen Fritzler,Corporate,5,937.039,-341.52650000000006,36,2016-11-04,2014-12-30,421,187.4078,0.0004079046879155481,1,2,1,121,At Risk
MF-18250,Monica Federle,Corporate,5,1758.3,456.86080000000004,38,2017-12-23,2014-09-15,7,351.65999999999997,0.0007654097777807627,5,2,3,523,Loyal Customers
MG-17650,Matthew Grinstein,Home Office,7,3785.276,341.898,57,2017-12-01,2014-08-09,29,540.7537142857143,0.0016477775476305833,4,4,4,444,Loyal Customers
